9	10 October 2021	alindsay-al	A Fantastic truly unique show	So Squid Game has taken over the world these last few weeks and I thought that I had to watch it and I have now finished it and here is my review for it. The premise of the show sees a large group of down on there luck Koreans assembled to play childhood games with a deadly twist for a huge cash prize.Main CharacterLee Jung-Jae plays the lead character Gi-Han on the show and he is fantastic. At first he seems like this arrogant lowlife, but as you get to know him you see that he has just been really unfortunate and made some poor decisions. As he faces the games his character really starts to grow and he becomes an interesting protagonist and one you can support.Supporting CharactersThere is a huge cast of people in this show and everybody acts there role really well. Oh Yeong-su really stands out as an old man involved with the game and the relationship between him and Lee Jung-Jae is superb and I really grew to care about this dynamic and for me they were the best characters on the show. There are so many other amazing characters that I think you just need to watch the show and experience them for yourself and the great writing that is done for each person.StoryThe story is fascinating, seeing these different personalities forced into these games causes natural conflict and tension. The different games are really great in there own unique ways and do a really brilliant job of pacing them out really well. The only issue I had was a big twist that happens towards the end of the show, it just didn't work for me and I think it could have been handled better. Also there are these English speaking VIP's and they are really bad and took me out of the show for sure.ScriptThe script is fantastic, and that is if you watch it in Korean with subtitles. For the love of everything holy don't watch it with English dubbing, it is bad and it is nowhere near as effective and feels unnatural for the performances. There is some nice humour and the drama is ramped up ten fold, the chemistry between the performers is really good and drives you to keep watching.StyleThe show is really brutal, the violence is graphic but feels appropriate for the show as a whole. It is shot beautifully and feels epic in scale. The pacing is effective and you will want to binge this show for sure with each episode feeling different and great in there own way.OverallOverall, Squid Game is a truly fantastic show that was so close to getting my 10/10 score. It is a must watch and don't let the language barrier turn you off and get started with it as soon as possible.
8	29 September 2021	andrewchristianjr	A TRUE SOCIAL COMMENTARY ON HUMANITY, COMPETITION, AND AVARICE.	I genuinely enjoyed this show from beginning to end. A true social commentary on humanity, competition and avarice. When the carnage is occurring it's nail-biting and between the games you get compelling human drama - a fantastic addition to the "kill game" genre that seems to always be elevated by Korean talent behind and in front of the camera.
7	25 September 2021	ks-60500	Life is a game	Entertaining and demonstrating human nature via this drama. My conclusion is not to be poor otherwise become a chess from rich.
10	24 September 2021	dwp1948	An Excellent New Korean Series Concept Viewers Enjoy - Highly Recommended	09/23/2021 The first few episodes were fun to watch as they played out but as the series progressed, a more serious, ominous storyline starts to unfold due to viewers empatheticly connecting with a few of the characters facing uncertainty as the game continues, even possible death? I found the series in the overall really great, refreshingly new and well planned out as it unfolded. I hope that somehow the series will continue on into the future with many more seasons to come? A great show from my perspective!
7	17 October 2021	Kingslaay	Ruthless and addictive	I found Squid Game a hard show to put down. Once you immerse yourself within this show it feels all too real and scary. I find dark shows more engrossing perhaps because they seem realistic and possible. Human nature has a dark and sometimes unforgiving side. This is why shows like Squid game and Black Mirror trend compared to very PG and convenient shows where the good guys always win.Another thing to celebrate here is diversity and globalisation. Squid game, being a Korean show which is set in Korea with Korean actors has broken viewing records. The power of Netflix, through its streaming, has crossed international boundaries and reached so many people. We didn't need to see big Hollywood names or familiar settings in New York or LA. Korea and its brand of actors delivered a great show. Borders in a sense have been broken, coincidentally in a time when a virus physically forces them to close.This show was thought provoking and makes you ask really think about life in general. We're all trying to get rich. But being rich doesn't buy happiness nor does it buy you health.
8	6 October 2021	qui_j	Korean Soap Opera meets Hunger Games	This is an entertaining series from South Korea that embodies elements of Korean Soap Opera, Chinese Operatic acting and Japanese theater. It uses classical Chinese opera techniques such as the wide open eyes to portray fear and anger....and a lot of shouting.It uses "Hunger Games" as it's base and survival of the fittest as its main theme. The story is well crafted but unfortunately starts to lose its grip on reality by about episode 4. It then slides into a lot of moralizing and philosophical conversations that culminates in the final episode. It is set up for a second season (if one can judge from the final episode) but runs the risk of becoming very formula driven Have to agree with the other comments about the group of "actors" playing the VIPs. They obviously came cheap and might not even have been actors at all! Enjoyable for what it's meant to be!
9	6 October 2021	zhyarTheChosen	Woouuuughhhhh	I really loved this shot series best series of the uear no question asked but the ending kinda bad but overall fantastic.
8	14 October 2021	Xstal	The Court of Calamari...	A tentacular dystopian vision of the depths those deserted of luck will descend to in order to recover their losses. Combines schadenfreude shades aplenty alongside some outstanding performances while asking some questions you might not want to find an answer to.
10	4 October 2021	gianmarcoronconi	Beautiful	One of the most beautiful series I've ever seen, finished in a few days one episode led to another and the desire to follow the series increases more and more. The tension is built very well game by game and the main characters are really well developed.
7	9 October 2021	MadamWarden	SQUITE GOOD	Not sure about all the hype but certainly great fun and slickly made.Nothing really new in the plot. Rich bored gamblers making desperate humans kill each other for their enjoyment.I guess the difference between this and so many before is the excellent character development and talented acting. Direction, cinematography all good. I think Alice in Borderland was slightly more adventurous but this was certainly slicker.A great binge watch!
8	11 October 2021	gedikreverdi	Children's games have never been this exciting	I don't know if it's a must for Netflix shows to become lame at the very end. It became very far-fetched and melodramatic and Gi-hun signaled virtue the whole time as if he didn't get back to the game while he knew he had to kill people and as if he didn't cheat the old man at the marble game. I wish he just stood up and admitted what he did. His mother died and he helped the mother of the other finalist (that stabbed himself in the neck at the squid game) by giving her the money and then took the North Korean girl's brother from the orphanage and before flying to the US to see his daughter, he called the corporate again to make them pay back. And another thing is that the old man was in fact the Korean Jigsaw in the game. He was rich so he wanted to lose track of time just like he'd do when he was a child so he did all what he did. And he died at an empty flat right before the sleeping old drunk man in the street received help just like Gi-hun. He died a few seconds before midnight as if we needed more far-fetched stuff.I enjoyed the show except for the final episode. The idea and the execution was good and the acting didn't take me out of it except for the actors who play American guests. I like the characters and their background stories. And on top of all this, there's this amazing episode 6 so I rated it 8 out of 10.
7	20 September 2021	surfisfun	first half decent, then it feel overstay.the games lost it appeals by 5th one	Decent set deco .Battle royal flavors.A bit long in runtime, especially after first half.Very bloody and gory at times.Addictive if thats your cup of tv tea.
8	17 October 2021	abisio	On the same path but not as good PARASITE and not as violent as it looks like	Gaming with human lives has been a subject in movies since The Most Dangerous; or even before; any movie about Gladiators was basically about people risking their lives to entertain the public.However, after the worldwide success of PARASITE the subject of social struggle has become preponderant also on the Korean movies.Many from that country like Sympathy for Mr. Vengeance, Lady Vengeance or Old Boy had lots of references about the social fight ; poor people trying to survive, rich people abusing them; but recently has become the full theme; thus this series.Contrary to expectations; the gore and violence level in the series is not that high; but the drama is.The first 7 chapters is about the people's misery around and why they accept to bet their lives for money. The characters lives are depressing desperate losers and (with one exception) selfish and far from sympathetic; all of them seem to be guilty of their own tragedies.Hundred of people are killed but most of them are unknown or have no empathy. We only get to know only a few of the characters; which will eventually mostly die.The games are not spectacular but the suspense is well crafted.The first problem is that the series is in itself too slow (for my own taste); a faster pace and at least two hours less could make it a lot better.The oppressing classes appears by the final chapters but is more really a caricature than real people. Too cliched for its own good.The second big problem is the resolution. In may ways contradicts all the previous ideas. Perhaps preparing people for a follow up.In brief; it requires a lot of patience the the depiction of the human condition and the consequences of bad choices make it worth a view (if you and your family can bear the killings).
7	7 October 2021	Horror_Flick_Fanatic	Fun Horror Show	I had fun binging for two days. It's seems like a mashup of the Hunger Games, Saw, Bond villains and wacky Asian reality game show. Very good character development. I felt I knew the characters well halfway in the series. The first two episodes are a little slow, then the show ramps up to speed. The last episode is a tear jerker. The weakest part, as many have said we're the VIPs. It wasn't that their acting was bad, it was the screenplay dialogue was poorly written.It's certainly a different kind of watch most Americans are not used to. But that's a good thing. Netflix makes it easier to watch foreign content so that our cultural bobble burst and we get more diversely made content from around the globe.
8	23 September 2021	Movi3DO	Intense and entertaining thriller	Fly Me to the MoonLet me play among the starsLet me see what spring is like onA Jupiter and MarsIn other words, hold my handIn other words, baby, kiss meNow imagine listen to that calming jazz melody, sipping some wine, and watching more than 400 people getting murdered playing some kid's games.A brand new Netflix Korean thriller. This is kinda like Korean version of Alice in Borderland. However, the twist to the familiar premise was amazing. Most of the games were incredibly nerve-racking. The first and fourth games were for sure my favorite. They made me grabbing my pillow, while showing cruel ways desperate people resorted to do to save themselves. Because of this, whenever the game started, I became excited and more thrilled.However, the characters were for the most part generic and categorical. Honestly I didn't care much for them, and just wanted the games to start. However, some of them actually had some sad stories, like the two girls in game number four. Then, near the end there's these English-speaking VIPs that were annoying as heck mostly because of the unnatural way they talked. I'm not sure why they had to speak like they are the final bosses. There's also a subplot about a cop, which didn't pay off well enough at the end.Overall, despite the straightforward characters, I still had an amazing time with this show. Pretty sure season 2 will be made because not everything was resolved. 8/10#**THIS PART IS SPOILER SO STOP OF DON'T WANT SPOILER**Well of course, game 4, the marble games, was the best one because the stuff that the characters pulled to fool the others were sad and shocking. Then game 1, red light green light, was shocking and fun. Probably the most nerve-racking one out of all of them. Then game 5, the jumping glass, was also intense as heck. Game 2 wasn't as intense, but still bloody. When it was revealed, I and the main guy realized how screwed he was. Then game 3, tug of war was fine, but the tricks were pretty surprising. Gotta equip those tools. Finally, game 6 was lackluster and didn't have as much impact as I wanted. It was over a bit too quickly and didn't feel special. But yeah, that's my ranking of all the rounds in this first season.
6	16 October 2021	0w0	Starts out amazing... then by EP05 it loses its all drive	So.... the ENTIRE premise is based on 'let's play games that we played as kids, that were based on skill and that are completely fair, and we're ALL on equal ground'.... series keeps that premise from EP01 until EP05, where it becomes not only a rigged game, but also no longer based on skill, but COMPLETELY based on luck. This is a GIANT problem because the entire premise of "we play fair games against each other, based on skill" is throw out the window. Honestly, the series is pretty great before that, but after that, the series is a poor 5/10. If they didn't completely throw out the premise that the series was based on, half way down the line, then this would have been a 9/10 series. I think they should make a Season2, and I just hope to God that in Season2, they don't completely derail the premise like they did in Season1, because Season1 is completely spoiled because of that.
7	9 October 2021	djurrepower	good	Most of the characters are very well written, sadly I can't say the same about the story. A lot of plotholes, and just overall sruff that didn't make sense. But apart from that, most aspects are pretty much fine. So all in all, an above average series but certainly not great or anything.7/10: good but not great.
8	8 October 2021	SoumikBanerjee25	The Writing Steals the Limelight here.	"You don't trust people because they are trustworthy. You do it because you have nothing else to rely on"Squid Game is thoughtful, provocative, and darn productive in every sense. Still, I would refrain from labeling it as some 'Masterpiece'. Contrary to popular belief, it's not perfect. Trust me, it has its fair share of flaws just like others do. Yes, there are certain areas where it beats all our expectations, especially compare to all those series that had shared similar concepts before; yet, the deficiencies are a bit difficult to disregard whatsoever.If you ask me to recapitulate my impression in a single sentence, I would say; this is a well-acted, terrifically communicated (albeit outstretched) piece of work that would have no complications in attaining its unique set of audience (and judging by the current numbers, it already gathered enough).I love how they upheld a certain amount of credibility and constancy in their dissertation throughout these nine episodes. All the Social/Political innuendo makes it even more so worthy I reckon. Even though I shouldn't be discussing all these in detail as I do not see myself sufficiently qualified to make an argumentative critique on the differences that are ever-present between Capitalist & Communist ideologies. Instead, I'm leaning towards a more humane/psychological side of it.All these characters, personalities, come alongside their own set of guilts, motivations, purposes; a fascinating take on the human psyche, that is relatable on so many levels. Thus, their persistence and misery convey absolute legitimacy. And if you dare to take a closer look, the revelations might shock and terrify, as this is nothing but a reflective image of the society we all live in.From deliberately exposing the survivalist, ruthless instincts that are embedded deep in our subconscious since the beginning of our kind to showcasing this horrible world that is fraught with Greed, Expectations, and Disparities. This series undoubtedly has tremendous depth in its underlying messaging, more than anybody could ever imagine.In the end, the show poses a stern challenge against the very foundation of humanity or should I say the moralities of it. Furthermore, it begs the question; what it takes to be a human being? And are we even entitled to call ourselves one?
8	23 September 2021	aboalhyjaa	For those who didn't understand **	For those who did not understand the psychological projection of the series. Basically, The series discusses the brutality of the capitalist economy system in such a clever way that you'll definitely notice and say when you're watching "that character is me!".It is that under the dominance of the capitalist system all people are in a race to get money that only one person takes in the end. The same money that come from the blood and sweat of others.The capitalist system claims that there is equity And justice in the distribution of the wealth. And this is far from the truth.As for the big capitalists who control the big capitals and companies that run the entire process, money is no longer their pleasure. That they only find pleasure in people suffer.
9	7 October 2021	bshaef	Overall, an excellent series	But there were some plot holes. The cop should have been caught ten times before he died but he magically escaped or the scene just went out.Also, I never understood the organ harvester, where he came from and how he was able to ply his trade...But I really enjoyed the series except of a couple of the later episodes where there was an inordinate amount of blah blah blah.
7	26 September 2021	chunkylefunga	Hidden Gem	A pretty gripping show that has 7 solid episodes.Sadly it has one filler episode and falls apart a bit at the end, but for the most part it's a season that you can't stop watching.Definitely worth a watch and am recommending to my friends.Don't think it needs a second season but I imagine one will be made.
8	18 October 2021	garabedian123	The beginning is stupid but it gets better	When he finally wins some money...only to lose it 3 seconds later, i turned it off and didnt come back for a while. But eventually I did and it is pretty good. Of course it drags 30 minute episodes into 1 hour long episodes..but its still good. Both twists were so predictable. The police brother and the old man were so obvious...and what is the message of the show...Being rich is just awful...lol Korea must have lots of poor people.
7	2 October 2021	Dragonborn64	Good Though Certainly Not Original	I mean, I'd say I liked The Hunger Games better - but not The Maze Runner. There's a real grimness to The Squid Games. Like The Platform. With every episode you're ground down deeper just like these poor saps who find themselves there. I liked it well enough though it was long and the characters pretty familiar to this genre. It does makes many apt comments about contemporary society - Ali's story is particularly sad as is Sae- Byeok's and the way we treat people just seeking a better life. I can't say I get the uproar of the series - Netflix's potential biggest- but it's worth a watch if you like dystopian stuff - and who doesn't?
8	26 September 2021	lareval	Great and addictive Netflix series	Perfect to binge watching, this series holds a gripping premise into a stunningly crafted, twisty plot full of turns and jaw dropping moments. While not really perfect, this is a perfectly fine Netflix entertainment. Totally recommended!
8	8 October 2021	AvionPrince16	Nice TV show with some great moments	Squid game is a great TV show and talk about a big problem in society and this is about money. The TV show talk about this theme trough all the episodes and how far will go someone without money and how far will go someone with money. I enjoyed the TV show: it have some great moments and heartbreaking sometimes. Some mysteries also and some big revelations. I enjoyed also the end who have more a psychological point and a different perspective of why they did all the stuff arround the squid game and i found it pretty believable and great to watch. I will recommend anyone to watch this TV Show. It was quite good.
10	26 September 2021	alcantaraj-16594	A BLOODY STORY THAT ISN'T FOR EVERYONE	"Squid Game" is definitely a slow burn in its first 2 episodes (but they do give you a taste of what's to come). As for the rest of the season, you probably won't be able to stop watching thanks to its story, characters, thrills, twists, games and, of course, gore.
8	8 October 2021	paulwattriley	Different but the same	Its different but the same basically a different take on the violent game shows were nobody really wins. Episode 6 was the best episode. If there's a season two it needs to be the revenge.
9	3 October 2021	PedroPires90	Well done	So intense, so well crafted, so many meanings, dramatic, sadistic, emotional...television doesn't get much better than this.
10	17 October 2021	BrnzReviews	I Loved Squid Game!	Squid Game is a different type of show and I'm all for it! I really liked watching this the hidden message seems to be about the crisis of debt in south korea and just how far some desperate people are willing to do for some cash. I thought it was a very intense adventure that was followed, such an entertaining craft this show has been made into. I avoided the reviews upon watching, instead i decided to give it a go and I'm glad i did as its very engaging to the point you cannot watch one episode, this is definitely a bingeworthy one to catch as soon as possible, before the internet ruins it for you.I definitely recommend watching this, some moments will have you laughing although others will have you the complete opposite, it got me good on some parts in both ways.Check it out! Now on Netflix!
8	9 October 2021	drpainters	Worth the watch	If you enjoy Korean movies then this is a must see. Has become a real hit, cool idea, interesting games and drama. Plenty of story to continue more seasons , I've got final 2 EPs left but have really enjoyed up to this point.
8	7 October 2021	svader	Brilliant	Typical Korean ott actionand some real life back stories thrown in for good measure.Was good to see a non Korean, Ali Abdul, in this.Thoroughly entertaining and a great distraction from all the madness in the world.
4	16 October 2021	President_George_Washington	FROM THE DESK OF GEORGE WASHINGTON	Good Morrow, countrymen.Sucked in by the huge amount of hype this series has earned, I caved. Count me as one of the few who simply couldn't see what the applause was all about. I will say, that the experience is better with subtitles, the English dubbing is horrible...all dubbing is horrible.The plot has been done numerous times;13: Game of Death, is one of the best. Essentially, rich people gambling on the predicament the unfortunate "contestants" find themselves. The show spends a lot of time developing the characters, paying particular attention to their individual dire financial situation. They're all broke and need cash and are willing to do anything. Fine....but once they learn that the games they play result in death for the losers, they vote to get released. Unbelievably, they are...and more unbelievably, they all volunteer to go back and play. Their desire for the cash outweighs their critical thinking skills. It's preposterous.The oldest contestant, number 00,1 is so easily telegraphed as a Keyser Söze archetype - but the series does nothing with him. He's not portrayed as a master-manipulator, but as an incoherent babbling dolt.The biggest blunder was the undercover cop, they spend loads of time on his story...you'd think he'd single-handedly expose the operation and reign down justice. Nope...they kill him. His entire story served no purpose.The entire series is too long and the female loudmouth character is unbearable. With that, the sets were inventive, there wasn't any political narrative (w0ke junk), and they didn't shy away from the violence...for that, I think a 4 is more than fair.Fare thee well. It's hoecakes and Madeira time!
10	13 October 2021	colewaters	Must watch	Believe the hype this is one of the best shows to ever hit Netflix. Every episode gets better and better and the acting is spot on. The action scenes are beautiful the whole concept is crazy but in this case crazy works.
9	16 October 2021	DeBBss	More Than Surpasses the Hype	It's been so long since Netflix produced something that's actually good. It's not really surprising that Squid Game arrived from the Eastern cinema, considering the Western Cinema has been dry out of ideas for years at this point. Squid Game is just such a breath of fresh air in 2021, because so far in this year all we got was trash.This show is just so compelling in almost every way. The characters all have differing personalities and ideas and motives, making each character likable in their own different ways. There's no such thing as a "perfect" character in Squid Game; everybody is trying to win and they'll give up their own morals to survive. This show focuses on the dark sides of humanity, and it doesn't shy away of what people can do to each other, and that's why this show is so refreshing, because we have realistic people doing realistic things.The overall concept of Squid Game isn't really all that innovative, (a battle royal-ish game being spectated by privileged rich people), but everything around it is innovative. The set design is just fantastic. It's colorful with a bright aesthetic which contrasts well with the dark themes. The directing and acting is also really solid all around, and the pacing is perfect. The only issue being a subplot that ends up leading to nothing.Squid Game is an overall masterpiece of a show. It's extremely thrilling and it'll pull your heartstrings. It's an easy show to get emotionally invested in, and it ends in the most dramatic way possible. This is a show that I'd recommend to anyone and I really hope they make a second season, because this is the content that we need in dry times like these.
6	5 October 2021	AJ_McAninch	Over-hyped Netflix Production	Hype that will not stand up with time. This series does not measure up to the standards of good, much less great, Korean Drama. The cast is excellent, of course (except for the VIPs, though the inside joke on American actors is rich), but the plot is predictable from the beginning through to the end. From the moment 001 (the old man's number is a heavy-handed hint) showed up, the repetition mixed in with violence and gore was evident, and the outcome was always predictable.However. Blessings on Netflix for bringing international film to the world, especially during the pandemic. But don't try to own it, guys: just stream it.
4	25 September 2021	shanayneigh	Mixtape algorithm	This show was like a mixtape of other (and better) shows. You can virtually see the Netflix algorithm in action: "The capitalism parable in Parasite won an Oscar, so let's go with that. And people responded really well to the colorful uniforms and weird masks in Casa de Papel, so let's give people a chance to dress up as our characters on Halloween which will give the show free PR. Oh, and Battle Royale was really successful and influential, so let's pretty much steal that whole concept right down to the classical music and cheery female speaker!"The VIPs get a lot of flak for their acting in many reviews on IMDb, and rightly so. But let's be honest, the Korean actors are no better. This show is filled to the brim with bad Asian style overacting, something which is far too common in Korean and Japanese shows. The bad guy with the face tattoo is right out of some school play, and the guy in the lead is pulling faces like a madman. I have no idea who they are but I wouldn't be surprised if they originally are comedians. The best actor in the whole show is the main character's daughter and she's only in it for a couple of minutes.As per usual for a Netflix production the story is stretched very thin in order to make it nine hours (!) long.
8	28 September 2021	nicorip22	Good and original tv show	This tv show is very good to me, something different from what we are used to watch, for me is very original.
7	14 October 2021	backup-50362	Overhyped, but then again, there's not alot of good shows nowadays	This is a great show to binge watch, even if it doesn't introduce anything all that new and original.The fact that it isn't American made means that it's one show that Netflix couldn't poison with its toxic political agendas. It's just the vision of its creators - and that's fresh nowadays.I know people complain about the ending, but if you watch Alice in Borderlands (which you should, it's also a great show, Japanese this time) you'll know what a bad ending really is. That show didn't end with any conclusion.But Squid Game, trust me, it will have more seasons due to its success, but even if it didn't, it ended nicely, pretty much answering most questions and delivering good conclusions to everything. If anything, I believe more seasons would ruin this, but let's see what happens.In any case, the hype is real, this is a good show you should watch, just don't expect groundbreaking character development or much originality. The characters are mostly cliches we've seen before, and so is the concept of deadly games.But, again, the standards are low nowadays, and this show is just captivating and interesting enough to raise above everything else there is to watch right now.
6	17 October 2021	mike-c-b	Best show out there for the first 3 episodes	It's a breathe of fresh air to see actors not acting like god and stuck in attack-victimise-saviour loops.But by the 4th episode the main villain (in the game), after being really villainous, is treated like a hero and is given nearly all the screen time. The viewer doesn't want to see this guy anymore...After this, nearly all interactions are based on the villain being the hero, and the previous main story guy is treated like a lucky whimp, even though he is decisive and moral. The whole story turns into a confused cliche to skip through.
6	14 October 2021	tesswysko	The Further I Get In The Series, The More OBVIOUS It Becomes That This Is A DOPPELGANGER of "Animal World!"	Animal World is in my top 10 all-time favorite movies, largely because it was truly an ORIGINAL plot & was so well executed! I love it for it's ORIGINALITY. The further along this series gets, the more I'm starting to enjoy it, but also it's becoming an IRREFUTABLE doppelganger of "Animal World!" From the debt, the transportation of the contestants, the Mom who's going into the hospital for serious health issues and he can't pay for it, the main character blowing his money on betting & being a child-like burden on his elderly Mom, signing away his Mom's house, the friend who betrayed him (when he knew what the candy-cutting game was) even knowing his friend will likely die and he had multiple opportunities to clue him in, the fact that they're way out on an island (cruise ship) where no one would expect them to be & couldn't find them, even to the organ harvesting! On AW, some losers were also used for live human experimentation! I'm pretty sure I've had the plot-twist figured out for the last few episodes, so they've hooked me enough to keep watching until I know if I'm right or wrong. It's a GREAT idea for a movie/show, so I can understand why someone would want to do something SIMILAR, but do it CREATIVELY DIFFERENT! Especially with a 9 episode show, you have the opportunity & air time to take the idea and run with it! Don't use a movie like a precise blueprint, that's just plagiarism! So, because i love the premise so much, I'm hooked and have to see it to the end, even if it irritates me!
9	4 October 2021	sriramthestranger	Terrific survival drama!!	The plot is similar to SAW and LOST. But,the Korean makers have given enough depth to the characters in this web series, that you feel for the characters even though it is predictable. There are enough shock value moments that keeps you hooked. Worth binge watching!!
8	12 October 2021	mikeiskorn	Wow	This is the first Korean drama I've watched while I was absolutely blown away. There were a couple of moments where I thought the story dragged a little, however it was all added for tension I'm sure. It was absolutely stunning to look at and really well done. I can't wait to see what happens in the next series.
